1 1471
2 1431
3 1217
4 1045
5 931
6 756
7 732
8 727
9 750
10 954
11 1229
12 1868
13 2434
14 2710
15 2657
16 2695
17 2997
18 3220
19 2693
20 2120
21 1836
22 1657
23 1667
24 1480
